                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            log_star_age                               luminosity                                star_mass                                   radius                               surface_h1                              surface_he4                            total_mass_h1                           total_mass_he4                       mass_semiconv_core                             he_core_mass                           he_core_radius                              c_core_mass                           center_entropy                        luminosity_ergs_s                        planet_radius_cgs                           planet_age_cgs                          planet_mass_cgs                            Hydrogen_Mass                                 He4_Mass                             Time_Step_dt                                     mdot                                     T(1)                                  xa(1,1)                                  xa(2,1)                                  xa(3,1)                                  xa(4,1)                                  xa(5,1)                                  xa(6,1)                                  xa(7,1)                                  xa(8,1)                                  xa(8,1)                      Temperature_of_base                         Pressure_of_Base                            photosphere_r                             tau10_radius                            tau100_radius                                 tau_base                                 r_10_bar                                r_100_bar                               r_1000_bar                            homopause_rad                                      f_r                             scale_height                                   R_kbar                                R_transit                                   Region                                      q_c                                    q_net                                escape_el                               right_side                            envelope_mass 
                 3.8716663221674410E+000                  4.0351829230975521E-011                  1.7316961592600039E-005                  2.7749493647231342E-002                  7.4000000000000066E-001                  2.3998000081629317E-001                  6.4072757892619966E-007                  2.0778622285639255E-007                  1.7316949788703515E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7303691398539680E+000                  1.5502365753956174E+023                  1.9313092588600068E+009                  2.3467829759999994E+011                  3.4446899999999994E+028                  1.2745352999999957E+027                  4.1332835450593677E+026                  6.5438979806822388E+010                  0.0000000000000000E+000                  2.3296492472696917E+002                  7.4000000000000055E-001                  1.9999183706787520E-005                  2.3998000081629320E-001                  4.1190033572070543E-003                  1.2069358269711384E-003                  1.1203889262184411E-002                  2.5128927550411633E-003                  9.5727879859565693E-004                  9.5727879859565693E-004                  4.5118060927100460E+003                  1.3561821864700929E+011                  1.9313092588600068E+009                  0.0000000000000000E+000                  1.9264708560386448E+009                  6.6666666666666663E-001                  1.9003168716191626E+009                  1.8284579215389183E+009                  1.6963180500204337E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3595746480468143E+007                  1.6966865024447603E+009                  1.8917064431169565E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                 4.4142826401308470E+000                  4.0338652873282843E-011                  1.7316961592600039E-005                  2.7748506564725293E-002                  7.4000000000000066E-001                  2.3998000081629317E-001                  6.4072757892619966E-007                  2.0778622285639255E-007                  1.7316949782662778E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7302189297809329E+000                  1.5497303660857802E+023                  1.9312405598917513E+009                  8.1863299908403174E+011                  3.4446899999999994E+028                  1.2745352999999957E+027                  4.1332835450593677E+026                  1.6283312223291226E+011                  0.0000000000000000E+000                  2.3295004768380906E+002                  7.4000000000000055E-001                  1.9999183706787520E-005                  2.3998000081629320E-001                  4.1190033572070543E-003                  1.2069358269711384E-003                  1.1203889262184411E-002                  2.5128927550411633E-003                  9.5727879859565693E-004                  9.5727879859565693E-004                  4.5115000763288754E+003                  1.3562128964546841E+011                  1.9312405598917511E+009                  0.0000000000000000E+000                  1.9264024680983601E+009                  6.6666666666666663E-001                  1.9002519382286108E+009                  1.8284020494997940E+009                  1.6962775422208610E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3593912834762579E+007                  1.6966368782904966E+009                  1.8916301192080402E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                 4.8575442108669051E+000                  4.0305882829936134E-011                  1.7316961592600039E-005                  2.7746052673991810E-002                  7.4000000000000066E-001                  2.3998000081629317E-001                  6.4072757892619966E-007                  2.0778622285639255E-007                  1.7316949767610538E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7298454114372444E+000                  1.5484714065604863E+023                  1.9310697740044830E+009                  2.2716991618807778E+012                  3.4446899999999994E+028                  1.2745352999999957E+027                  4.1332835450593677E+026                  4.0518091471460016E+011                  0.0000000000000000E+000                  2.3291302152219518E+002                  7.4000000000000055E-001                  1.9999183706787520E-005                  2.3998000081629320E-001                  4.1190033572070543E-003                  1.2069358269711384E-003                  1.1203889262184411E-002                  2.5128927550411633E-003                  9.5727879859565693E-004                  9.5727879859565693E-004                  4.5107391580293624E+003                  1.3562892548323189E+011                  1.9310697740044820E+009                  0.0000000000000000E+000                  1.9262324526572111E+009                  6.6666666666666663E-001                  1.9000905096825101E+009                  1.8282631462698407E+009                  1.6961768346755838E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3589352625018919E+007                  1.6965135171010222E+009                  1.8914403575394986E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                 5.2711164022271424E+000                  4.0224445343067477E-011                  1.7316961592600039E-005                  2.7739960744587101E-002                  7.4000000000000066E-001                  2.3998000081629317E-001                  6.4072757892619966E-007                  2.0778622285639255E-007                  1.7316949730025311E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7289175382877460E+000                  1.5453427411899661E+023                  1.9306457879017732E+009                  5.8873927560911748E+012                  3.4446899999999994E+028                  1.2745352999999957E+027                  4.1332835450593677E+026                  1.0082197737026335E+012                  0.0000000000000000E+000                  2.3282084338061395E+002                  7.4000000000000055E-001                  1.9999183706787520E-005                  2.3998000081629320E-001                  4.1190033572070543E-003                  1.2069358269711384E-003                  1.1203889262184411E-002                  2.5128927550411633E-003                  9.5727879859565693E-004                  9.5727879859565693E-004                  4.5088491429207270E+003                  1.3564789007504382E+011                  1.9306457879017730E+009                  0.0000000000000000E+000                  1.9258103622212763E+009                  6.6666666666666663E-001                  1.8996897296262410E+009                  1.8279182790093050E+009                  1.6959267912817929E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3578020741466530E+007                  1.6962072941519661E+009                  1.8909691380080991E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                 5.6739245926644832E+000                  4.0022450757564091E-011                  1.7316961592600039E-005                  2.7724889280268755E-002                  7.4000000000000066E-001                  2.3998000081629317E-001                  6.4072757892619966E-007                  2.0778622285639255E-007                  1.7316949635681562E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7266183100968178E+000                  1.5375825132040972E+023                  1.9295968441281450E+009                  1.4884395440436791E+013                  3.4446899999999994E+028                  1.2745352999999957E+027                  4.1332835450593677E+026                  2.5087734272997368E+012                  0.0000000000000000E+000                  2.3259119640187674E+002                  7.4000000000000055E-001                  1.9999183706787520E-005                  2.3998000081629320E-001                  4.1190033572070543E-003                  1.2069358269711384E-003                  1.1203889262184411E-002                  2.5128927550411633E-003                  9.5727879859565693E-004                  9.5727879859565693E-004                  4.5041671534936268E+003                  1.3569485872727228E+011                  1.9295968441281447E+009                  0.0000000000000000E+000                  1.9247660051878171E+009                  6.6666666666666663E-001                  1.8986980489630177E+009                  1.8270648798957231E+009                  1.6953079921553626E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3549918224474050E+007                  1.6954498705545287E+009                  1.8898025626425149E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                 6.0725739600416988E+000                  3.9523814197590340E-011                  1.7316961592600039E-005                  2.7687921683860733E-002                  7.4000000000000066E-001                  2.3998000081629317E-001                  6.4072757892619966E-007                  2.0778622285639255E-007                  1.7316949395657561E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7209559711261191E+000                  1.5184258938430257E+023                  1.9270239733533394E+009                  3.7271817159947672E+013                  3.4446899999999994E+028                  1.2745352999999957E+027                  4.1332835450593677E+026                  6.2426310946184795E+012                  0.0000000000000000E+000                  2.3201806281673848E+002                  7.4000000000000055E-001                  1.9999183706787520E-005                  2.3998000081629320E-001                  4.1190033572070543E-003                  1.2069358269711384E-003                  1.1203889262184411E-002                  2.5128927550411633E-003                  9.5727879859565693E-004                  9.5727879859565693E-004                  4.4926461469666292E+003                  1.3581036831698717E+011                  1.9270239733533392E+009                  0.0000000000000000E+000                  1.9222037785494103E+009                  6.6666666666666663E-001                  1.8962647210148406E+009                  1.8249704455685630E+009                  1.6952307728976274E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3480571563391069E+007                  1.6965121538244395E+009                  1.8898786185454984E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                 6.4695777333098548E+000                  3.8310382092251423E-011                  1.7316961592600039E-005                  2.7599173093001285E-002                  7.4000000000000066E-001                  2.3998000081629317E-001                  6.4072757892619966E-007                  2.0778622285639255E-007                  1.7316948762685899E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7072197719349029E+000                  1.4718082592201150E+023                  1.9208472489267039E+009                  9.2978886373040953E+013                  3.4446899999999994E+028                  1.2745352999999957E+027                  4.1332835450593677E+026                  1.5533663805361053E+013                  0.0000000000000000E+000                  2.3058621940860817E+002                  7.4000000000000055E-001                  1.9999183706787520E-005                  2.3998000081629320E-001                  4.1190033572070543E-003                  1.2069358269711384E-003                  1.1203889262184411E-002                  2.5128927550411633E-003                  9.5727879859565693E-004                  9.5727879859565693E-004                  4.4647685471648228E+003                  1.3608946903753285E+011                  1.9208472489267035E+009                  0.0000000000000000E+000                  1.9160492334742377E+009                  6.6666666666666663E-001                  1.8909889721049507E+009                  1.8209532533055201E+009                  1.6915631562483547E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3311783569343120E+007                  1.6921097094304848E+009                  1.8830204758728909E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                 6.8659242613347651E+000                  3.5466820517203759E-011                  1.7316961592600039E-005                  2.7397120264978113E-002                  7.4000000000000066E-001                  2.3998000081629317E-001                  6.4072757892619966E-007                  2.0778622285639255E-007                  1.7316947053174972E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6750697578824374E+000                  1.3625643106299339E+023                  1.9067847762019472E+009                  2.3159590083736519E+014                  3.4446899999999994E+028                  1.2745352999999957E+027                  4.1332835450593677E+026                  3.8652726320156008E+013                  0.0000000000000000E+000                  2.2701542612988513E+002                  7.4000000000000055E-001                  1.9999183706787520E-005                  2.3998000081629320E-001                  4.1190033572070543E-003                  1.2069358269711384E-003                  1.1203889262184411E-002                  2.5128927550411633E-003                  9.5727879859565693E-004                  9.5727879859565693E-004                  4.4001011550334215E+003                  1.3673465771254735E+011                  1.9067847762019467E+009                  0.0000000000000000E+000                  1.9020229548581526E+009                  6.6666666666666663E-001                  1.8781955662865252E+009                  1.8094199344439232E+009                  1.6845850791097231E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2914844058151972E+007                  1.6849307682432320E+009                  1.8700939229302003E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                 7.0000000000000000E+000                  3.3867176846137750E-011                  1.7316961592600039E-005                  2.7286689075007683E-002                  7.4000000000000066E-001                  2.3998000081629317E-001                  6.4072757892619966E-007                  2.0778622285639255E-007                  1.7316945710617200E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6569442705087303E+000                  1.3011092000749201E+023                  1.8990989862423854E+009                  3.1536000000000000E+014                  3.4446899999999994E+028                  1.2745352999999957E+027                  4.1332835450593677E+026                  3.7439661084796719E+013                  0.0000000000000000E+000                  2.2486485899497774E+002                  7.4000000000000055E-001                  1.9999183706787520E-005                  2.3998000081629320E-001                  4.1190033572070543E-003                  1.2069358269711384E-003                  1.1203889262184411E-002                  2.5128927550411633E-003                  9.5727879859565693E-004                  9.5727879859565693E-004                  4.3640283238430948E+003                  1.3709324938297154E+011                  1.8990989862423847E+009                  0.0000000000000000E+000                  1.8943525018397965E+009                  6.6666666666666663E-001                  1.8708646261916914E+009                  1.8045862374499471E+009                  1.6813674738826501E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2689772152088856E+007                  1.6822548732965879E+009                  1.8641709500951126E+009                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
